Id,Label,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID
SVK,SVK,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LCA,LCA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SUR,SUR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BLR,BLR,4.0,5.0,2.5324675324675323,3.971973859473859,0.0,0.0,0,0.0,0
UZB,UZB,3.0,4.0,2.7532467532467533,0.2949346405228758,0.0,0.0,0,0.0,0
ERI,ERI,5.0,5.0,2.5324675324675323,0.0,0.0,0.0,0,0.0,0
TKM,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GNB,GNB,1.0,5.0,3.74025974025974,0.0,0.0,0.0,0,0.0,0
AGO,AGO,2.0,5.0,2.7467532467532467,0.0,0.0,0.0,0,0.0,0
GRD,GRD,2.0,5.0,3.2012987012987013,0.0,0.0,0.0,0,0.0,0
COD,COD,1.0,5.0,3.038961038961039,0.0,0.0,0.0,0,0.0,0
MLT,MLT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VUT,VUT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BWA,BWA,1.0,5.0,3.1298701298701297,0.0,0.0,0.0,0,0.0,0
MDA,MDA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BTN,BTN,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PLW,PLW,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
