Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID
SLE,SLE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
EGY,EGY,38,153.0,2.0,1.696,48.835519282988294,0.0140895955,0.0140895955,2,0.013042654214815172,0
AUS,AUS,52,311.0,2.0,1.584,149.02252911511914,0.019147398,0.019147398,2,0.017954481154809996,0
CMR,CMR,12,44.0,3.0,1.912,3.4695549276431623,0.0046965317,0.0046965317,2,0.00507864482248059,0
NER,NER,9,19.0,3.0,1.944,1.0956099456099455,0.0036127167,0.0036127167,2,0.004083044027317058,0
KOR,KOR,16,141.0,2.0,1.872,4.440113132012826,0.0061416184,0.0061416184,2,0.006116433021229776,0
HUN,HUN,9,24.0,3.0,1.936,6.040818210063723,0.0036127167,0.0036127167,1,0.004047148254636848,0
ITA,ITA,45,192.0,2.0,1.64,104.66648600489926,0.016618498,0.016618498,2,0.015547928281923284,0
IND,IND,40,338.0,2.0,1.68,73.65891632095138,0.014812139,0.014812139,2,0.013965205400207518,0
KHM,KHM,12,33.0,3.0,1.912,4.482229756495949,0.0046965317,0.0046965317,2,0.004984910022507912,0
IDN,IDN,22,96.0,2.0,1.824,13.779374927481758,0.008309249,0.008309249,2,0.008105714449284845,0
UGA,UGA,16,53.0,2.0,1.872,6.7018309751589475,0.0061416184,0.0061416184,2,0.006232792930892998,0
THA,THA,18,61.0,3.0,1.864,4.941503450417525,0.0068641617,0.0068641617,2,0.00673644709133356,0
MDV,MDV,11,18.0,3.0,1.92,2.27217810916234,0.00433526,0.00433526,2,0.004618991656175905,0
VAT,VAT,45,394.0,2.0,1.64,118.16017768802064,0.016618498,0.016618498,4,0.015483221158404831,0
SOM,SOM,16,54.0,2.0,1.872,7.589425789604753,0.0061416184,0.0061416184,2,0.006272086229399594,0
MAR,MAR,9,38.0,3.0,1.984,1.2305916305916305,0.0036127167,0.0036127167,2,0.003988700074282163,0
IRQ,IRQ,20,99.0,3.0,1.848,11.25894481436243,0.007586705,0.007586705,2,0.007404309249181984,0
ESP,ESP,44,133.0,2.0,1.648,97.16492585157552,0.016257225,0.016257225,2,0.015299282335366184,0
FRA,FRA,81,825.0,2.0,1.352,666.2385783507218,0.029624278,0.029624278,2,0.02862238736518935,0
CAF,CAF,18,81.0,2.0,1.856,13.264174217872391,0.0068641617,0.0068641617,2,0.007060276074924911,0
PHL,PHL,19,144.0,2.0,1.848,11.183506224828525,0.0072254334,0.0072254334,2,0.007287625574833832,0
CHL,CHL,29,130.0,2.0,1.768,40.228154460709426,0.01083815,0.01083815,4,0.010469711361524909,0
PRK,PRK,17,203.0,2.0,1.864,7.308893371713155,0.00650289,0.00650289,2,0.006403229824324356,0
IRN,IRN,45,413.0,2.0,1.64,104.47321920943925,0.016618498,0.016618498,4,0.01550275304230965,0
COL,COL,24,69.0,3.0,1.816,22.080591342895403,0.009031792,0.009031792,4,0.008862537280914394,0
SEN,SEN,10,21.0,3.0,1.952,2.522618592154359,0.0039739884,0.0039739884,4,0.004332191896847259,0
PSE,PSE,24,469.0,2.0,1.808,9.785594968160677,0.009031792,0.009031792,4,0.00848060124020616,0
MWI,MWI,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ZWE,ZWE,5,12.0,3.0,1.984,0.14285714285714285,0.00216763,0.00216763,2,0.002764742391377421,0
BEL,BEL,40,155.0,2.0,1.68,83.72677811767173,0.014812139,0.014812139,2,0.014073420482536588,0
ARG,ARG,26,98.0,2.0,1.792,20.94549207863917,0.0097543355,0.0097543355,4,0.009236456998822076,0
SSD,SSD,13,356.0,3.0,1.928,4.436951900033138,0.0050578034,0.0050578034,3,0.0053477602508754515,0
SDN,SDN,24,385.0,3.0,1.824,20.758192685916192,0.009031792,0.009031792,3,0.008812754941755093,0
VEN,VEN,33,174.0,2.0,1.736,53.070623984092194,0.012283237,0.012283237,2,0.011706649615861547,0
CHE,CHE,32,270.0,2.0,1.744,74.86812435638186,0.0119219655,0.0119219655,4,0.011552202081315681,0
ECU,ECU,18,42.0,3.0,1.864,14.841718691625898,0.0068641617,0.0068641617,4,0.007010956289687702,0
CUB,CUB,30,135.0,2.0,1.76,36.73397112972407,0.011199422,0.011199422,2,0.0107336245296283,0
DZA,DZA,14,39.0,3.0,1.896,5.038520172258237,0.005419075,0.005419075,2,0.005581252034063837,0
MEX,MEX,28,125.0,2.0,1.776,40.23102392706444,0.010476879,0.010476879,2,0.010233897857264135,0
URY,URY,10,28.0,3.0,1.944,0.3363354037267081,0.0039739884,0.0039739884,4,0.004210280262833277,0
ISR,ISR,38,656.0,2.0,1.696,37.50468948249217,0.0140895955,0.0140895955,4,0.01288263187310631,0
VIR,VIR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DNK,DNK,13,33.0,2.0,1.896,1.9425047868797867,0.0050578034,0.0050578034,2,0.005154495658333677,0
ETH,ETH,13,68.0,3.0,1.92,3.2125549287313993,0.0050578034,0.0050578034,3,0.005223969858546656,0
LBN,LBN,18,124.0,2.0,1.856,6.282058690628001,0.0068641617,0.0068641617,4,0.00670047934077815,0
CAN,CAN,48,180.0,2.0,1.616,108.67638881570254,0.017702311,0.017702311,2,0.01662495120442477,0
VNM,VNM,6,68.0,3.0,1.96,0.33910714285714283,0.0025289017,0.0025289017,2,0.003115928864024339,0
CYP,CYP,10,28.0,3.0,1.936,1.176377217553688,0.0039739884,0.0039739884,4,0.0042651113419863475,0
NLD,NLD,25,83.0,2.0,1.8,18.640329441780047,0.009393063,0.009393063,2,0.008943286745211538,0
GEO,GEO,7,34.0,3.0,1.952,0.125,0.0028901733,0.0028901733,1,0.0033572549775815123,0
KEN,KEN,13,73.0,3.0,1.92,4.22717511246923,0.0050578034,0.0050578034,2,0.005333426322957964,0
PAN,PAN,15,30.0,3.0,1.944,5.515801156412275,0.0057803467,0.0057803467,2,0.005975017562445202,0
LKA,LKA,12,39.0,3.0,1.928,1.4616078366078364,0.0046965317,0.0046965317,2,0.004871365211985305,0
COD,COD,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BOL,BOL,33,152.0,2.0,1.736,53.762762325982976,0.012283237,0.012283237,4,0.011727400771039904,0
TCD,TCD,7,25.0,3.0,1.96,0.38574660633484165,0.0028901733,0.0028901733,2,0.003467069901572194,0
MCO,MCO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
IRL,IRL,14,42.0,3.0,1.904,4.585715768736028,0.005419075,0.005419075,2,0.005555320366608375,0
ARE,ARE,17,42.0,3.0,1.872,5.511534791493695,0.00650289,0.00650289,2,0.006463895516657012,0
BHS,BHS,6,10.0,3.0,2.0,1.088276240667545,0.0025289017,0.0025289017,2,0.003190114429768067,0
YEM,YEM,14,70.0,2.0,1.888,9.181882695260642,0.005419075,0.005419075,2,0.005645910855261991,0
MLI,MLI,12,37.0,3.0,1.992,5.875191534482077,0.0046965317,0.0046965317,2,0.005124375479046624,0
SGP,SGP,15,22.0,3.0,1.888,12.040110812059114,0.0057803467,0.0057803467,2,0.006113370379522863,0
MDA,MDA,10,33.0,2.0,1.92,1.3685694850987207,0.0039739884,0.0039739884,1,0.00443691423045418,0
AZE,AZE,5,6.0,3.0,2.16,0.17748917748917747,0.00216763,0.00216763,4,0.0027318314848104926,0
AUT,AUT,11,32.0,3.0,1.92,1.4472244115197404,0.00433526,0.00433526,4,0.004543303268440813,0
HRV,HRV,6,11.0,3.0,2.32,2.0815025215611684,0.0025289017,0.0025289017,5,0.003239903014806235,0
BIH,BIH,15,43.0,3.0,1.896,13.243418761434484,0.0057803467,0.0057803467,5,0.006016507565543792,0
SRB,SRB,8,40.0,3.0,2.128,6.404151781963152,0.003251445,0.003251445,5,0.0040751810872379345,0
JOR,JOR,13,111.0,3.0,1.912,1.7892901904858425,0.0050578034,0.0050578034,4,0.005156932549205269,0
GIN,GIN,10,16.0,3.0,1.928,3.469228171725581,0.0039739884,0.0039739884,2,0.004401999414038488,0
JAM,JAM,5,14.0,3.0,1.984,0.0,0.00216763,0.00216763,2,0.0026806993976910922,0
BGD,BGD,8,11.0,3.0,1.96,0.37007575757575756,0.003251445,0.003251445,2,0.0035918012531611634,0
PER,PER,11,23.0,3.0,1.92,0.6129603729603729,0.00433526,0.00433526,4,0.0045436612511923,0
CZE,CZE,15,47.0,3.0,1.904,7.458078489262158,0.0057803467,0.0057803467,4,0.005941354635440799,0
FJI,FJI,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MMR,MMR,8,37.0,3.0,1.968,0.0,0.003251445,0.003251445,2,0.0036265570049641436,0
GAB,GAB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
CRI,CRI,10,21.0,3.0,1.952,1.7376919782609548,0.0039739884,0.0039739884,2,0.004394340799357061,0
OMN,OMN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
COG,COG,10,26.0,3.0,1.96,3.860589097459026,0.0039739884,0.0039739884,2,0.004505273062759266,0
HND,HND,12,24.0,3.0,1.96,5.4294963105250496,0.0046965317,0.0046965317,2,0.005088527923360135,0
PRT,PRT,12,20.0,3.0,1.928,2.241559170118639,0.0046965317,0.0046965317,2,0.004840878468823924,0
NZL,NZL,14,43.0,3.0,1.904,4.248906824001637,0.005419075,0.005419075,2,0.005527701179484316,0
QAT,QAT,18,53.0,3.0,1.872,9.576798903808035,0.0068641617,0.0068641617,2,0.006849176169085841,0
BGR,BGR,11,27.0,3.0,1.96,1.5191257108904168,0.00433526,0.00433526,0,0.004569997936740115,0
ROU,ROU,14,52.0,2.0,1.888,3.3754294008921257,0.005419075,0.005419075,0,0.005591477270313796,0
NIC,NIC,11,23.0,3.0,1.952,3.4677870997951254,0.00433526,0.00433526,2,0.004766375266142175,0
SYC,SYC,21,48.0,3.0,1.84,16.880900735276764,0.007947977,0.007947977,2,0.0077533759651128055,0
RWA,RWA,17,78.0,2.0,1.864,13.645470002800524,0.00650289,0.00650289,2,0.006788114163692547,0
POL,POL,24,101.0,2.0,1.808,26.755280273910554,0.009031792,0.009031792,1,0.008978408944815938,0
GTM,GTM,6,10.0,3.0,2.024,1.3671395271395272,0.0025289017,0.0025289017,2,0.003162136622983949,0
HKG,HKG,10,37.0,3.0,1.944,2.850871350871351,0.0039739884,0.0039739884,2,0.004490177140890589,0
BHR,BHR,10,18.0,3.0,1.952,1.1521898852781207,0.0039739884,0.0039739884,2,0.004257125437875824,0
LAO,LAO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KGZ,KGZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
NRU,NRU,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GMB,GMB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BDI,BDI,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KWT,KWT,12,17.0,2.0,1.904,3.268264188022253,0.0046965317,0.0046965317,4,0.0049539738866784325,0
SLV,SLV,13,26.0,3.0,1.96,6.4332240111367485,0.0050578034,0.0050578034,2,0.005455147170218635,0
HTI,HTI,8,22.0,3.0,1.976,3.7852591697947724,0.003251445,0.003251445,2,0.004044864163307472,0
GRL,GRL,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LVA,LVA,7,11.0,3.0,1.96,0.5699350119484758,0.0028901733,0.0028901733,1,0.0033978226176512713,0
SVN,SVN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FIN,FIN,11,16.0,2.0,1.912,1.5658884387088168,0.00433526,0.00433526,2,0.004577112592897083,0
SWE,SWE,17,38.0,3.0,1.872,5.212445316121786,0.00650289,0.00650289,2,0.0064337478171999,0
TZA,TZA,5,7.0,3.0,2.112,0.504520202020202,0.00216763,0.00216763,2,0.0028017198636419043,0
WSM,WSM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ARM,ARM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TLS,TLS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GUY,GUY,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DOM,DOM,12,16.0,2.0,1.904,5.918044846860299,0.0046965317,0.0046965317,2,0.005104504138184574,0
AGO,AGO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SVK,SVK,6,10.0,3.0,2.032,0.23272357723577236,0.0025289017,0.0025289017,1,0.0030397228850524978,0
MDG,MDG,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ESH,ESH,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MKD,MKD,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TWN,TWN,10,45.0,3.0,1.952,6.630498988555256,0.0039739884,0.0039739884,2,0.004553353458702193,0
XK,XK,5,9.0,3.0,1.984,4.258429536009714,0.00216763,0.00216763,5,0.003157280018530845,0
NPL,NPL,8,32.0,3.0,1.992,1.0283008658008657,0.003251445,0.003251445,2,0.0036798112824392173,0
LBR,LBR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
CIV,CIV,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VUT,VUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MNG,MNG,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TON,TON,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LTU,LTU,7,13.0,3.0,1.984,0.7959485407066051,0.0028901733,0.0028901733,1,0.0034235427103012517,0
PRY,PRY,6,6.0,3.0,2.192,0.19871794871794873,0.0025289017,0.0025289017,4,0.0030365796227393477,0
BWA,BWA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BRN,BRN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MLT,MLT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PNG,PNG,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BEN,BEN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MOZ,MOZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TGO,TGO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ATG,ATG,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LUX,LUX,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GNQ,GNQ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GNB,GNB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GHA,GHA,6,9.0,3.0,1.984,0.24646464646464647,0.0025289017,0.0025289017,2,0.0030134321031243536,0
"CXR ","CXR ",0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ALB,ALB,5,8.0,3.0,2.024,1.3150183150183148,0.00216763,0.00216763,4,0.002945253317912438,0
EST,EST,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DJI,DJI,4,11.0,3.0,2.0,0.07692307692307693,0.0018063583,0.0018063583,2,0.0024222645874406143,0
SLB,SLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MAC,MAC,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DMA,DMA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MUS,MUS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TTO,TTO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ZMB,ZMB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
NAM,NAM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GRD,GRD,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MNE,MNE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MHL,MHL,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BRB,BRB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KAZ,KAZ,8,26.0,3.0,1.952,0.654656862745098,0.003251445,0.003251445,1,0.003673313132099406,0
BLR,BLR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LCA,LCA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LIE,LIE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UZB,UZB,5,7.0,3.0,2.176,0.35396825396825393,0.00216763,0.00216763,4,0.002752814989691082,0
FLK,FLK,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ERI,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TKM,TKM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SWZ,SWZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BLZ,BLZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LSO,LSO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MRT,MRT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TJK,TJK,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BFA,BFA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FSM,FSM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BTN,BTN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SUR,SUR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
COM,COM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PLW,PLW,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
