Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID
GBR,GBR,134,4067.0,2.0,1.2254335260115607,880.1831422852238,0.021259842,0.021259842,3,0.020293939638519762,0
AFG,AFG,52,970.0,2.0,1.699421965317919,55.753881355945204,0.008346457,0.008346457,3,0.007940280286041695,0
ISR,ISR,78,6534.0,2.0,1.5491329479768785,137.92056243761044,0.012440945,0.012440945,2,0.011467363803181552,0
PSE,PSE,71,5535.0,2.0,1.5895953757225434,84.03613631852394,0.011338582,0.011338582,2,0.010352430692179605,0
KOR,KOR,41,774.0,2.0,1.7630057803468209,18.943209061802623,0.0066141733,0.0066141733,3,0.006285277339108865,0
ITA,ITA,90,1090.0,2.0,1.4797687861271676,201.4570517941447,0.014330708,0.014330708,7,0.01308869775199728,0
SLE,SLE,27,244.0,3.0,1.8497109826589595,10.475047792374205,0.0044094487,0.0044094487,3,0.004494384745353212,0
YEM,YEM,58,1500.0,2.0,1.6647398843930636,59.76822341575953,0.009291339,0.009291339,4,0.008654266821738832,0
ZAF,ZAF,53,276.0,2.0,1.69364161849711,97.24162772094269,0.008503937,0.008503937,3,0.008445583284874571,0
VAT,VAT,84,1886.0,2.0,1.5144508670520231,202.2200641321143,0.013385827,0.013385827,3,0.01243383741730634,0
LBY,LBY,58,1016.0,2.0,1.6647398843930636,60.5281671761829,0.009291339,0.009291339,7,0.008639406078148577,0
HKG,HKG,40,639.0,2.0,1.76878612716763,34.16027968538359,0.0064566927,0.0064566927,3,0.006359362970429208,0
NGA,NGA,94,766.0,2.0,1.4566473988439306,382.65487182918747,0.01496063,0.01496063,3,0.014377802416222657,0
ECU,ECU,37,193.0,2.0,1.7861271676300579,11.286547145013579,0.005984252,0.005984252,3,0.005752367635040925,0
CUB,CUB,64,1707.0,2.0,1.630057803468208,88.28687960842629,0.01023622,0.01023622,3,0.009559441423592413,0
NLD,NLD,50,439.0,2.0,1.7109826589595376,31.87478613094333,0.008031496,0.008031496,1,0.007462500954814619,0
IRL,IRL,45,186.0,2.0,1.739884393063584,13.609284742123204,0.0072440943,0.0072440943,3,0.006692109008679765,0
GRC,GRC,60,1137.0,2.0,1.653179190751445,79.93394633881489,0.009606299,0.009606299,1,0.009045529043155216,0
ERI,ERI,18,32.0,3.0,1.930635838150289,0.8644046209017904,0.002992126,0.002992126,6,0.0031599660347240723,0
CHE,CHE,71,585.0,2.0,1.5895953757225434,142.2875245381193,0.011338582,0.011338582,1,0.010619457752135382,0
CAN,CAN,99,892.0,2.0,1.4277456647398843,332.8391359241499,0.015748031,0.015748031,3,0.014726556363285006,0
PRK,PRK,41,1068.0,2.0,1.7630057803468209,16.536146807241014,0.0066141733,0.0066141733,3,0.006228215044690311,0
PHL,PHL,39,646.0,2.0,1.7745664739884393,25.92191976633059,0.0062992126,0.0062992126,3,0.0061830778744400485,0
VEN,VEN,62,926.0,2.0,1.6416184971098267,80.54067267766425,0.00992126,0.00992126,3,0.009328821912064987,0
CIV,CIV,10,40.0,3.0,1.976878612716763,1.1286037348108287,0.0017322835,0.0017322835,7,0.002283643619508,0
KHM,KHM,23,140.0,2.0,1.8670520231213872,8.946355954548636,0.0037795275,0.0037795275,3,0.003985842600857531,0
THA,THA,40,393.0,2.0,1.76878612716763,22.519506759441303,0.0064566927,0.0064566927,3,0.006239243844388621,0
IND,IND,79,1590.0,2.0,1.5433526011560694,214.39743725916142,0.012598425,0.012598425,3,0.011842447948204339,0
IDN,IDN,39,586.0,2.0,1.7745664739884393,16.92604385730313,0.0062992126,0.0062992126,3,0.006040080676916894,0
MLI,MLI,35,273.0,3.0,1.8034682080924855,33.26698915210019,0.005669291,0.005669291,7,0.00574394033012661,0
DZA,DZA,45,378.0,2.0,1.739884393063584,35.212875351854706,0.0072440943,0.0072440943,7,0.006947777247736064,0
DEU,DEU,104,3465.0,2.0,1.3988439306358382,326.66309355531774,0.016535433,0.016535433,1,0.015234968037721303,0
PRT,PRT,29,95.0,2.0,1.8323699421965318,12.325078089276138,0.0047244094,0.0047244094,3,0.0048205874944299365,0
BOL,BOL,64,709.0,2.0,1.630057803468208,81.52449526002442,0.01023622,0.01023622,3,0.009474126361148819,0
AUS,AUS,87,1537.0,2.0,1.4971098265895955,246.02382392740154,0.013858268,0.013858268,3,0.013080034292285351,0
HND,HND,19,85.0,3.0,1.9248554913294798,2.0231009548939283,0.0031496063,0.0031496063,3,0.0033847844157059792,0
LSO,LSO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
NAM,NAM,6,12.0,3.0,1.9826589595375723,1.6764421118243256,0.0011023622,0.0011023622,3,0.0018753506233295776,0
NOR,NOR,47,154.0,2.0,1.7283236994219653,26.276159796737335,0.007559055,0.007559055,3,0.007055114666870279,0
MEX,MEX,62,667.0,2.0,1.6416184971098267,67.82210738945139,0.00992126,0.00992126,3,0.009159548156506605,0
SWE,SWE,52,303.0,2.0,1.699421965317919,37.69526111228225,0.008346457,0.008346457,2,0.007756541254085391,0
NPL,NPL,48,476.0,2.0,1.722543352601156,59.207730535837364,0.0077165356,0.0077165356,3,0.007312391377834734,0
COL,COL,48,435.0,2.0,1.722543352601156,57.61363399079383,0.0077165356,0.0077165356,3,0.007473927575290914,0
LVA,LVA,16,58.0,3.0,1.9190751445086704,2.056394881394881,0.0026771654,0.0026771654,1,0.0030333453941844236,0
BHR,BHR,19,70.0,3.0,1.9017341040462428,1.4223766238236788,0.0031496063,0.0031496063,4,0.003318284457589127,0
MHL,MHL,12,17.0,2.0,1.930635838150289,1.1413854005195263,0.002047244,0.002047244,3,0.002443447974833725,0
BLR,BLR,16,363.0,3.0,1.9132947976878614,1.8088825063825063,0.0026771654,0.0026771654,1,0.0030195051443829913,0
NZL,NZL,36,157.0,3.0,1.7976878612716762,16.981420989126207,0.0058267717,0.0058267717,3,0.005686651172634627,0
SYC,SYC,41,164.0,2.0,1.7630057803468209,20.39707342756255,0.0066141733,0.0066141733,3,0.006305585912088492,0
MMR,MMR,28,345.0,3.0,1.8497109826589595,30.82223898965641,0.0045669293,0.0045669293,3,0.004960906588469168,0
LBN,LBN,40,624.0,2.0,1.76878612716763,29.919130299070996,0.0064566927,0.0064566927,0,0.006256739555076611,0
GHA,GHA,21,58.0,2.0,1.8786127167630058,13.758704577079437,0.003464567,0.003464567,3,0.0038191148709273573,0
SDN,SDN,48,904.0,2.0,1.722543352601156,41.88514188703583,0.0077165356,0.0077165356,6,0.007363446299767139,0
SSD,SSD,18,702.0,3.0,1.9017341040462428,3.21656885155843,0.002992126,0.002992126,6,0.0033304845229147647,0
GIN,GIN,39,260.0,3.0,1.7803468208092486,66.90241343742984,0.0062992126,0.0062992126,7,0.006617548955661295,0
NIC,NIC,20,80.0,3.0,1.8901734104046244,3.5941386581939456,0.0033070866,0.0033070866,3,0.0035586260924792305,0
BEL,BEL,85,735.0,2.0,1.5086705202312138,243.26906840503997,0.013543307,0.013543307,7,0.012709691373166722,0
CHL,CHL,62,562.0,2.0,1.6416184971098267,101.84396068807025,0.00992126,0.00992126,3,0.009423854582635817,0
MAR,MAR,32,279.0,3.0,1.8208092485549132,15.634094719031864,0.0051968503,0.0051968503,7,0.00518660033457882,0
CYP,CYP,26,134.0,3.0,1.8554913294797688,5.789385204469239,0.0042519686,0.0042519686,0,0.0043051719205533835,0
GEO,GEO,15,116.0,3.0,1.9190751445086704,6.499490603480846,0.002519685,0.002519685,1,0.0031046792017028492,0
TUN,TUN,47,502.0,2.0,1.7283236994219653,19.653597275467273,0.007559055,0.007559055,7,0.006997882758086952,0
SAU,SAU,57,1370.0,2.0,1.670520231213873,43.0900556817039,0.009133859,0.009133859,4,0.008414642774131184,0
TUR,TUR,80,1751.0,2.0,1.5375722543352601,155.51167659960137,0.012755905,0.012755905,0,0.01182263745526509,0
BHS,BHS,10,28.0,3.0,1.953757225433526,0.47148239187712865,0.0017322835,0.0017322835,3,0.0021983740282599073,0
FIN,FIN,22,83.0,2.0,1.8728323699421965,4.974904038193599,0.0036220471,0.0036220471,1,0.003781232569249785,0
HTI,HTI,21,104.0,3.0,1.884393063583815,5.879511274621872,0.003464567,0.003464567,3,0.0037225773980615008,0
ARG,ARG,59,685.0,2.0,1.6589595375722543,68.92125938064042,0.009448819,0.009448819,3,0.008816798099139836,0
KWT,KWT,24,135.0,2.0,1.861271676300578,2.7400547781937954,0.003937008,0.003937008,7,0.003958259706834598,0
MDV,MDV,31,76.0,2.0,1.8208092485549132,5.966656598370958,0.00503937,0.00503937,3,0.004902360252372127,0
RWA,RWA,28,174.0,3.0,1.8439306358381502,22.622431187198472,0.0045669293,0.0045669293,7,0.004892098016499288,0
LKA,LKA,22,265.0,3.0,1.8786127167630058,8.933951829424736,0.0036220471,0.0036220471,3,0.003909600302901621,0
SOM,SOM,37,278.0,3.0,1.7919075144508672,20.570793950451932,0.005984252,0.005984252,6,0.005839978304226204,0
JOR,JOR,29,475.0,3.0,1.8381502890173411,4.932006724740008,0.0047244094,0.0047244094,0,0.004625340774562256,0
PER,PER,29,132.0,2.0,1.8323699421965318,5.364725528428549,0.0047244094,0.0047244094,3,0.004630670437182393,0
SUR,SUR,6,18.0,3.0,1.9942196531791907,0.5593253968253968,0.0011023622,0.0011023622,3,0.0017828366865150652,0
MCO,MCO,7,10.0,3.0,2.1098265895953756,0.33288019451812556,0.0012598425,0.0012598425,7,0.0017810010230880728,0
TWN,TWN,28,261.0,2.0,1.8381502890173411,15.91029359003307,0.0045669293,0.0045669293,3,0.004688966799304377,0
BGD,BGD,26,130.0,3.0,1.861271676300578,21.08585434268047,0.0042519686,0.0042519686,3,0.0044161675477297525,0
MKD,MKD,18,43.0,3.0,1.907514450867052,3.920628844959646,0.002992126,0.002992126,5,0.0033270298678054855,0
MNE,MNE,9,9.0,3.0,1.9942196531791907,1.86608683422226,0.0015748031,0.0015748031,5,0.0021691241842059835,0
POL,POL,54,510.0,2.0,1.6878612716763006,84.86380531325602,0.008661417,0.008661417,1,0.008374964919856728,0
XK,XK,17,67.0,3.0,1.9132947976878614,6.134236430451948,0.0028346456,0.0028346456,5,0.003265003973095048,0
SRB,SRB,32,227.0,3.0,1.8208092485549132,14.90605455403887,0.0051968503,0.0051968503,5,0.0052068557033405705,0
GTM,GTM,18,79.0,3.0,1.9364161849710984,3.2221010063440727,0.002992126,0.002992126,3,0.0032804276989485213,0
QAT,QAT,36,310.0,2.0,1.7919075144508672,6.693301885665784,0.0058267717,0.0058267717,2,0.005520348541384389,0
DNK,DNK,39,164.0,2.0,1.7745664739884393,19.20291062734878,0.0062992126,0.0062992126,7,0.006023288369485855,0
AUT,AUT,35,245.0,3.0,1.8034682080924855,18.07963379256815,0.005669291,0.005669291,1,0.005566056280834111,0
HRV,HRV,18,63.0,3.0,1.907514450867052,5.172189367930544,0.002992126,0.002992126,5,0.0033348743649357316,0
BIH,BIH,27,147.0,3.0,1.8554913294797688,3.5742914237941257,0.0044094487,0.0044094487,5,0.0043746691973640724,0
FJI,FJI,12,51.0,3.0,1.9364161849710984,2.0975493494877226,0.002047244,0.002047244,0,0.0025312148460785474,0
HUN,HUN,29,135.0,3.0,1.8381502890173411,7.299503096626686,0.0047244094,0.0047244094,1,0.004710018529925888,0
UGA,UGA,28,122.0,3.0,1.8439306358381502,16.78414352458718,0.0045669293,0.0045669293,6,0.004751572481433332,0
CZE,CZE,34,128.0,2.0,1.8034682080924855,11.857440595682442,0.005511811,0.005511811,1,0.005370445276108518,0
LBR,LBR,30,234.0,2.0,1.8265895953757225,31.01564905358451,0.0048818896,0.0048818896,3,0.0051379228338093025,0
COG,COG,26,121.0,3.0,1.8554913294797688,22.155891637325567,0.0042519686,0.0042519686,7,0.00454215925024251,0
COD,COD,10,39.0,3.0,2.0809248554913293,1.1664552838465883,0.0017322835,0.0017322835,7,0.002283734835112806,0
TON,TON,5,5.0,3.0,1.9884393063583814,0.0,9.448819E-4,9.448819E-4,3,0.0015518550053143254,0
ETH,ETH,27,181.0,2.0,1.8439306358381502,12.967438446978822,0.0044094487,0.0044094487,6,0.004581976353479306,0
BGR,BGR,24,109.0,3.0,1.8670520231213872,2.3496222428824574,0.003937008,0.003937008,1,0.003980662958150787,0
ISL,ISL,9,16.0,3.0,1.976878612716763,1.3265655694408647,0.0015748031,0.0015748031,3,0.002122602419765372,0
NER,NER,23,160.0,2.0,1.8670520231213872,12.478446662789597,0.0037795275,0.0037795275,3,0.0040978854407797746,0
SEN,SEN,26,65.0,3.0,1.861271676300578,9.86974986691259,0.0042519686,0.0042519686,7,0.004370421673692115,0
MDG,MDG,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KEN,KEN,41,315.0,2.0,1.7630057803468209,32.24208556880098,0.0066141733,0.0066141733,6,0.006477653045135726,0
NRU,NRU,6,27.0,3.0,2.046242774566474,0.21637426900584794,0.0011023622,0.0011023622,3,0.0016741823937180263,0
MLT,MLT,21,46.0,2.0,1.8786127167630058,12.055213540338247,0.003464567,0.003464567,7,0.003762689248076527,0
BWA,BWA,5,5.0,3.0,2.1098265895953756,0.8333333333333333,9.448819E-4,9.448819E-4,3,0.0017834136513172846,0
SLV,SLV,22,80.0,3.0,1.9017341040462428,6.976707916384165,0.0036220471,0.0036220471,3,0.0038535374703960327,0
JAM,JAM,13,66.0,3.0,1.930635838150289,4.270350459580747,0.0022047244,0.0022047244,3,0.002790565340248472,0
MOZ,MOZ,12,20.0,3.0,1.9364161849710984,3.2941334917195197,0.002047244,0.002047244,3,0.0025844081472633854,0
VUT,VUT,7,15.0,3.0,2.0115606936416186,0.3638888888888889,0.0012598425,0.0012598425,3,0.0018208401252041717,0
ROU,ROU,33,121.0,3.0,1.8150289017341041,12.54866093635423,0.005354331,0.005354331,1,0.005256844456390036,0
CRI,CRI,24,63.0,3.0,1.8728323699421965,5.491568164628996,0.003937008,0.003937008,3,0.004034611353177277,0
GUY,GUY,10,27.0,3.0,1.9595375722543353,1.9266995766995765,0.0017322835,0.0017322835,3,0.002327870529807971,0
PRY,PRY,15,43.0,3.0,1.9248554913294798,0.45870975711239403,0.002519685,0.002519685,3,0.0028129535288211544,0
WSM,WSM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ARE,ARE,40,223.0,2.0,1.76878612716763,13.884195792519872,0.0064566927,0.0064566927,4,0.00609596675804838,0
SGP,SGP,33,137.0,2.0,1.8092485549132948,17.648418429871963,0.005354331,0.005354331,3,0.005310609102020554,0
BFA,BFA,18,55.0,3.0,1.9017341040462428,7.707501735216287,0.002992126,0.002992126,7,0.003456097014264522,0
ZWE,ZWE,14,32.0,2.0,1.9190751445086704,2.495370306673435,0.0023622047,0.0023622047,3,0.0028005310743394224,0
VNM,VNM,26,138.0,2.0,1.8497109826589595,14.225514001294485,0.0042519686,0.0042519686,3,0.004347608664039477,0
PNG,PNG,8,90.0,3.0,1.9595375722543353,0.7695296785876495,0.0014173228,0.0014173228,7,0.001991039612463122,0
MDA,MDA,15,98.0,3.0,1.930635838150289,1.783860471360471,0.002519685,0.002519685,1,0.0028933523639086602,0
ALB,ALB,20,94.0,3.0,1.8959537572254335,3.542983921158032,0.0033070866,0.0033070866,5,0.003572704824009446,0
GAB,GAB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LTU,LTU,16,77.0,2.0,1.907514450867052,1.5638011819816047,0.0026771654,0.0026771654,1,0.002989732227221018,0
EST,EST,16,63.0,3.0,1.9190751445086704,4.864706993207298,0.0026771654,0.0026771654,1,0.0030858876760270684,0
DOM,DOM,19,69.0,3.0,1.9017341040462428,3.0957260434183116,0.0031496063,0.0031496063,3,0.003408319879933934,0
CMR,CMR,18,118.0,3.0,1.9017341040462428,2.9367127452978683,0.002992126,0.002992126,3,0.003279955091222527,0
AZE,AZE,12,43.0,3.0,1.9479768786127167,1.1381241216307987,0.002047244,0.002047244,0,0.0024737539371121847,0
KGZ,KGZ,10,18.0,3.0,1.9479768786127167,2.0614056304565347,0.0017322835,0.0017322835,1,0.0023343714035235718,0
AGO,AGO,17,33.0,3.0,1.907514450867052,11.328023109183896,0.0028346456,0.0028346456,3,0.0033854981570539382,0
ARM,ARM,21,264.0,3.0,1.8901734104046244,3.666037379212264,0.003464567,0.003464567,0,0.0036383095881538903,0
TCD,TCD,20,170.0,3.0,1.8959537572254335,6.211904516864807,0.0033070866,0.0033070866,3,0.003668611878612118,0
PAN,PAN,28,170.0,3.0,1.8497109826589595,7.812505915489085,0.0045669293,0.0045669293,3,0.00458340591449173,0
MAC,MAC,4,30.0,3.0,2.005780346820809,0.0,7.874016E-4,7.874016E-4,3,0.0014011266749553203,0
MWI,MWI,5,7.0,3.0,2.0289017341040463,0.19385026737967914,9.448819E-4,9.448819E-4,3,0.0015731880129641288,0
SVK,SVK,13,51.0,3.0,1.9364161849710984,1.0129794079794079,0.0022047244,0.0022047244,1,0.002596941339476698,0
BRB,BRB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MRT,MRT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ESH,ESH,7,37.0,3.0,1.9826589595375723,0.0,0.0012598425,0.0012598425,7,0.0017752395420942344,0
"CXR ","CXR ",0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TZA,TZA,12,37.0,3.0,1.9479768786127167,0.6651907732790086,0.002047244,0.002047244,7,0.0025443865575862467,0
TGO,TGO,9,9.0,3.0,2.1271676300578033,2.4878750334632684,0.0015748031,0.0015748031,3,0.0022468970439829673,0
MNG,MNG,10,53.0,3.0,1.953757225433526,0.2035931174089069,0.0017322835,0.0017322835,3,0.0021814891278382513,0
SWZ,SWZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KAZ,KAZ,17,108.0,3.0,1.907514450867052,2.424059829932257,0.0028346456,0.0028346456,1,0.0031496627260458243,0
SVN,SVN,12,19.0,3.0,1.9364161849710984,1.3766351251903801,0.002047244,0.002047244,5,0.0025073952618359105,0
BEN,BEN,10,15.0,3.0,1.9710982658959537,2.8631800132873346,0.0017322835,0.0017322835,7,0.002330098318761741,0
LUX,LUX,13,19.0,3.0,1.9595375722543353,0.8545260721706803,0.0022047244,0.0022047244,7,0.002567108707011763,0
GMB,GMB,10,21.0,3.0,1.9595375722543353,3.512994674568247,0.0017322835,0.0017322835,3,0.0023025196643549277,0
LAO,LAO,7,18.0,3.0,1.976878612716763,0.0,0.0012598425,0.0012598425,3,0.0018000102190409953,0
DJI,DJI,13,58.0,3.0,1.930635838150289,1.5866424720963288,0.0022047244,0.0022047244,4,0.002604455492031341,0
UZB,UZB,8,20.0,3.0,2.005780346820809,0.49007936507936506,0.0014173228,0.0014173228,1,0.0019634327842110184,0
AND,AND,5,9.0,3.0,2.0115606936416186,0.0,9.448819E-4,9.448819E-4,3,0.0015090116035761463,0
SLB,SLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MUS,MUS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TTO,TTO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TJK,TJK,10,24.0,3.0,1.9595375722543353,0.8735192585192584,0.0017322835,0.0017322835,3,0.0022359675794686278,0
ATG,ATG,14,16.0,3.0,1.9364161849710984,0.137601631767591,0.0023622047,0.0023622047,3,0.0026394467571271923,0
BLZ,BLZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GRD,GRD,14,21.0,3.0,1.9479768786127167,3.1941336975384087,0.0023622047,0.0023622047,3,0.0027692434585585286,0
GNQ,GNQ,5,18.0,3.0,1.9884393063583814,0.029411764705882353,9.448819E-4,9.448819E-4,7,0.0015378351757082095,0
OMN,OMN,11,58.0,3.0,1.9884393063583814,1.2796037256775796,0.0018897637,0.0018897637,3,0.002339159573355964,0
LCA,LCA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GRL,GRL,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SMR,SMR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FLK,FLK,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GNB,GNB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BRN,BRN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TLS,TLS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LIE,LIE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VIR,VIR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TKM,TKM,7,9.0,3.0,1.9826589595375723,0.023255813953488372,0.0012598425,0.0012598425,3,0.0017587582494300626,0
"CCK ","CCK ",0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PLW,PLW,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
CPV,CPV,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BTN,BTN,5,11.0,3.0,2.3815028901734103,0.05263157894736842,9.448819E-4,9.448819E-4,3,0.0015430990044121063,0
DMA,DMA,5,5.0,3.0,2.0,0.0,9.448819E-4,9.448819E-4,2,0.0015043404735356944,0
KIR,KIR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TUV,TUV,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
STP,STP,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FSM,FSM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
COM,COM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
COK,COK,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FRO,FRO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
