Id,Label,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
ROU,ROU,6.0,4.0,2.3636363636363638,13.862782070870304,0.0052160956,0.0052160956,0,0.0060478190972824315,0,0.9,9,0.16595873607074824
GIN,GIN,22.0,4.0,2.2937062937062938,448.1546655670798,0.007451565,0.007451565,1,0.006319013449967504,0,0.5,5,0.13243977219240768
SLB,SLB,1.0,5.0,3.5034965034965033,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
CHE,CHE,93.0,4.0,2.195804195804196,34.54788597883025,0.008196721,0.008196721,0,0.00958259636430357,0,0.5,18,0.26573824108087285
NRU,NRU,2.0,5.0,3.6503496503496504,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
ARG,ARG,42.0,4.0,2.041958041958042,176.8262189019382,0.01490313,0.01490313,4,0.015391478569454308,0,0.5,60,0.42870281507873276
AUT,AUT,8.0,4.0,2.370629370629371,7.816951643128114,0.005961252,0.005961252,1,0.007668080821118896,0,0.6666666666666666,14,0.20306408959096767
HUN,HUN,5.0,4.0,2.7552447552447554,8.700324675324675,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
VEN,VEN,65.0,4.0,1.972027972027972,460.52086378938225,0.019374069,0.019374069,1,0.021983254533219344,0,0.383399209486166,97,0.5320265350152751
CUB,CUB,45.0,4.0,2.2167832167832167,27.99654742500384,0.007451565,0.007451565,1,0.009601106515930756,0,0.4722222222222222,17,0.251537082692481
AFG,AFG,50.0,4.0,2.174825174825175,43.490900809106904,0.008196721,0.008196721,1,0.010769263205474111,0,0.4444444444444444,20,0.2636211220376926
ECU,ECU,17.0,4.0,2.3076923076923075,24.913951047232786,0.007451565,0.007451565,1,0.008583033554812613,0,0.6071428571428571,17,0.2238440713739763
PAN,PAN,6.0,4.0,2.7062937062937062,6.973378883268524,0.0052160956,0.0052160956,1,0.007074840775856927,0,0.3333333333333333,5,0.10857218839072305
CAF,CAF,20.0,4.0,2.3216783216783217,72.92294092379443,0.006706408,0.006706408,3,0.008286677735819774,0,0.5238095238095238,11,0.16074289385353713
MLI,MLI,12.0,4.0,2.3986013986013988,169.62158526171683,0.006706408,0.006706408,3,0.008568725061698349,0,0.42857142857142855,9,0.12844446458077804
MMR,MMR,10.0,4.0,2.4265734265734267,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
CAN,CAN,38.0,4.0,2.06993006993007,123.79749466601618,0.013412816,0.013412816,3,0.014006684205477668,0,0.4725274725274725,43,0.37269106665315993
MEX,MEX,41.0,4.0,2.237762237762238,189.662232932942,0.010432191,0.010432191,1,0.012504945841082225,0,0.3333333333333333,22,0.2448929222199935
JAM,JAM,4.0,4.0,2.4055944055944054,119.7529315455786,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
NIC,NIC,12.0,4.0,2.3076923076923075,8.266491927853483,0.006706408,0.006706408,1,0.00867540166067602,0,0.5714285714285714,16,0.20527784265911972
DNK,DNK,10.0,4.0,2.5314685314685317,2.726976210064445,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
RWA,RWA,42.0,4.0,2.3846153846153846,246.05667356989136,0.007451565,0.007451565,3,0.008642241975971304,0,0.2857142857142857,6,0.1417224345008578
ZAF,ZAF,13.0,4.0,2.2937062937062938,166.55913148717408,0.005961252,0.005961252,1,0.006086585554523604,0,0.6,6,0.15929033027598422
LKA,LKA,10.0,4.0,2.6713286713286712,0.0,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
THA,THA,9.0,4.0,2.2447552447552446,32.35962242350013,0.005961252,0.005961252,1,0.008197295684623946,0,0.6190476190476191,13,0.18523880429395312
PHL,PHL,44.0,4.0,2.2237762237762237,18.402619991400833,0.006706408,0.006706408,1,0.008161168608211419,0,0.5238095238095238,11,0.18689361378006025
KEN,KEN,14.0,4.0,2.5804195804195804,24.363888362322896,0.0052160956,0.0052160956,5,0.006884815491919586,0,0.3,3,0.09065304507259415
IRL,IRL,10.0,4.0,2.4195804195804196,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
XK,XK,1.0,4.0,2.5244755244755246,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
CRI,CRI,10.0,4.0,2.3286713286713288,16.146159889526423,0.006706408,0.006706408,1,0.008804234936026275,0,0.39285714285714285,11,0.1970335018225388
ARE,ARE,12.0,4.0,2.5454545454545454,12.228968253968256,0.005961252,0.005961252,1,0.007179685996418884,0,0.26666666666666666,4,0.12932478493785912
TUR,TUR,39.0,4.0,2.076923076923077,177.18454361022182,0.011922504,0.011922504,3,0.012514893939968257,0,0.5,33,0.32874152421239033
COL,COL,17.0,4.0,2.2937062937062938,12.371129969684102,0.007451565,0.007451565,4,0.009495409801592072,0,0.5833333333333334,21,0.23699456017712714
SDN,SDN,84.0,4.0,2.2867132867132867,37.977534813254614,0.007451565,0.007451565,5,0.010141100171092505,0,0.42857142857142855,12,0.14810525024257237
SSD,SSD,77.0,4.0,2.3986013986013988,19.510781756369994,0.0052160956,0.0052160956,5,0.007063039349311545,0,0.6,6,0.09595711289048779
MDA,MDA,11.0,4.0,2.2517482517482517,7.191469797421134,0.006706408,0.006706408,0,0.008832166484336572,0,0.75,21,0.23646825834030538
MAR,MAR,7.0,4.0,2.6223776223776225,10.448051948051948,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
TWN,TWN,8.0,4.0,2.3776223776223775,20.318060448323603,0.004470939,0.004470939,1,0.00651342248811752,0,0.5,5,0.1297462856110917
PER,PER,5.0,4.0,2.6923076923076925,1.2127016405479405,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
POL,POL,24.0,4.0,2.2167832167832167,8.766723962312195,0.008196721,0.008196721,1,0.010293949613226995,0,0.6222222222222222,28,0.3045238144843791
TUN,TUN,13.0,4.0,2.4405594405594404,7.053991488060024,0.0052160956,0.0052160956,3,0.007591154087519814,0,0.3333333333333333,5,0.10931735598794745
NZL,NZL,11.0,4.0,2.5104895104895104,144.85716824025644,0.0052160956,0.0052160956,1,0.006169844528317923,0,0.6,6,0.12807422483582165
LBN,LBN,36.0,4.0,2.5944055944055946,21.329527461785524,0.005961252,0.005961252,3,0.007135324243658081,0,0.2,3,0.12445726967700119
COG,COG,11.0,4.0,2.8461538461538463,150.3294733044733,0.004470939,0.004470939,3,0.005038629286712616,0,0.3333333333333333,1,0.03327381966575242
COD,COD,2.0,5.0,3.839160839160839,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
PRT,PRT,4.0,4.0,2.3496503496503496,0.0,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
UGA,UGA,7.0,4.0,2.4265734265734267,55.37363237647868,0.004470939,0.004470939,5,0.00750531404127553,0,0.3,3,0.07999287419109442
QAT,QAT,2.0,4.0,2.5104895104895104,2.4080558330558333,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
CIV,CIV,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
GTM,GTM,2.0,5.0,3.230769230769231,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
MKD,MKD,1.0,5.0,3.797202797202797,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
ESH,ESH,4.0,4.0,2.6923076923076925,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
HKG,HKG,9.0,4.0,2.3846153846153846,0.25,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
TCD,TCD,8.0,4.0,2.874125874125874,1.125,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
KHM,KHM,9.0,4.0,2.6573426573426575,145.91010141818967,0.004470939,0.004470939,1,0.005622469889330414,0,0.16666666666666666,1,0.07886318596230184
URY,URY,5.0,4.0,2.4195804195804196,0.41590909090909095,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
ARM,ARM,21.0,4.0,2.3286713286713288,0.0,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
TGO,TGO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
GRL,GRL,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
FIN,FIN,2.0,4.0,2.8111888111888113,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
SWE,SWE,15.0,4.0,2.2937062937062938,23.1709595959596,0.005961252,0.005961252,0,0.006768250099247945,0,0.9333333333333333,14,0.21182740403730446
YEM,YEM,14.0,4.0,2.3496503496503496,16.154411232042804,0.0052160956,0.0052160956,1,0.007171856028779863,0,0.4666666666666667,7,0.15651502654477512
LBR,LBR,2.0,5.0,3.2867132867132867,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
CMR,CMR,10.0,4.0,2.762237762237762,1.4416056166056168,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
HRV,HRV,3.0,4.0,2.839160839160839,4.276582325720256,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
DOM,DOM,7.0,4.0,2.5034965034965033,6.3192742442742444,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
HTI,HTI,11.0,4.0,2.4475524475524475,8.290950612854639,0.004470939,0.004470939,1,0.0043659006894655504,0,0.6666666666666666,2,0.09776921447444571
BDI,BDI,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
JOR,JOR,28.0,4.0,2.5524475524475525,13.247719763896235,0.005961252,0.005961252,3,0.008266047901476597,0,0.23809523809523808,5,0.13805468498501297
MOZ,MOZ,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
KWT,KWT,2.0,4.0,2.888111888111888,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
LVA,LVA,7.0,4.0,2.4055944055944054,3.053485403485404,0.004470939,0.004470939,0,0.005071619793973045,0,1.0,6,0.15547082300237203
NPL,NPL,4.0,4.0,2.7552447552447554,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
SVN,SVN,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MRT,MRT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
AGO,AGO,1.0,4.0,2.7552447552447554,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
MDV,MDV,3.0,4.0,2.7482517482517483,2.3034002489884844,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
BGR,BGR,3.0,4.0,2.8531468531468533,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
SOM,SOM,13.0,4.0,2.4335664335664338,15.683664374840841,0.004470939,0.004470939,5,0.006738271077664677,0,0.3,3,0.12198224070068153
BGD,BGD,1.0,4.0,2.874125874125874,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
GMB,GMB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LTU,LTU,5.0,4.0,2.3916083916083917,2.5620253714293963,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
GEO,GEO,16.0,4.0,2.4965034965034967,0.0,0.004470939,0.004470939,0,0.006025240753468856,0,1.0,10,0.1590292726156486
PRY,PRY,2.0,4.0,2.6853146853146854,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
TZA,TZA,4.0,4.0,2.5174825174825175,32.009451659451656,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
BWA,BWA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ETH,ETH,6.0,4.0,2.7202797202797204,1.6194444444444447,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
DJI,DJI,1.0,4.0,2.5244755244755246,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
SGP,SGP,3.0,5.0,3.0839160839160837,1.2857142857142856,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
MNG,MNG,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BHS,BHS,5.0,4.0,2.4055944055944054,2.0213675213675213,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
LIE,LIE,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
WSM,WSM,3.0,4.0,2.5244755244755246,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
EST,EST,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
PNG,PNG,10.0,5.0,3.2867132867132867,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
LAO,LAO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ZWE,ZWE,1.0,4.0,2.5244755244755246,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
GUY,GUY,2.0,5.0,2.944055944055944,21.247068454421395,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
FLK,FLK,2.0,4.0,2.6853146853146854,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
BHR,BHR,2.0,4.0,2.9510489510489513,0.625,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
SLV,SLV,7.0,4.0,2.7482517482517483,1.9369047619047621,0.0052160956,0.0052160956,1,0.007032818030557851,0,0.5333333333333333,8,0.11109258072187832
GHA,GHA,5.0,4.0,2.825174825174825,2.4648841354723703,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
SRB,SRB,3.0,4.0,2.7552447552447554,8.058008658008657,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
MAC,MAC,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MHL,MHL,1.0,4.0,2.8181818181818183,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
NER,NER,1.0,5.0,3.027972027972028,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
BRN,BRN,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MLT,MLT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
GNB,GNB,3.0,5.0,3.2867132867132867,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
SYC,SYC,7.0,4.0,2.7062937062937062,12.392899714664424,0.0052160956,0.0052160956,1,0.0063960523923411484,0,0.0,0,0.0741525187400793
SLE,SLE,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BEN,BEN,1.0,5.0,3.027972027972028,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
BIH,BIH,5.0,4.0,2.3636363636363638,21.183739659455217,0.004470939,0.004470939,3,0.005244427706743352,0,0.5,3,0.1299223531978791
HND,HND,12.0,4.0,2.3636363636363638,12.760630327580117,0.006706408,0.006706408,1,0.008818536197134881,0,0.5,14,0.18126107383792792
CYP,CYP,3.0,4.0,2.7902097902097904,0.5166666666666666,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
SWZ,SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LUX,LUX,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MDG,MDG,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
SVK,SVK,5.0,4.0,2.5104895104895104,1.6995426986806297,0.0037257825,0.0037257825,0,0.0,0,0.0,0,0.0
ALB,ALB,3.0,4.0,2.804195804195804,142.1818181818182,0.002980626,0.002980626,0,0.0,0,0.0,0,0.0
NAM,NAM,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MUS,MUS,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LSO,LSO,1.0,5.0,3.2867132867132867,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
AZE,AZE,2.0,4.0,2.9160839160839163,0.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
TTO,TTO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BFA,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
TLS,TLS,1.0,5.0,3.055944055944056,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
ISL,ISL,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
SUR,SUR,2.0,5.0,3.3636363636363638,1.0,0.0022354694,0.0022354694,0,0.0,0,0.0,0,0.0
ATG,ATG,1.0,5.0,2.965034965034965,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
VNM,VNM,1.0,4.0,2.7552447552447554,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
UZB,UZB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
GAB,GAB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
KAZ,KAZ,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
TKM,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
TJK,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
KGZ,KGZ,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ZMB,ZMB,1.0,5.0,3.3776223776223775,0.0,0.001490313,0.001490313,0,0.0,0,0.0,0,0.0
TON,TON,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
